1200;0.0102;0.0107;0;5357
1200;0.0000;0.0027;0;5357
1200;0.0000;0.0000;0;5357
1200;0.0000;0.0000;0;5405
1200;0.0000;0.0000;0;5357
1200;0.0000;0.0000;0;5455
1200;0.0000;0.0000;0;5357
1200;0.0000;0.0000;0;5357
1200;0.0000;0.0000;0;5455
1200;0.0000;0.0000;0;5405
1300;0.0077;0.0063;0;10909
1300;0.0080;0.0063;81;10714
1300;0.0094;0.0073;85;11321
1300;0.0093;0.0072;87;10909
1300;0.0088;0.0067;86;10909
1300;0.0089;0.0069;86;10714
1300;0.0087;0.0070;86;11111
1300;0.0087;0.0070;87;11111
1300;0.0089;0.0071;87;11321
1300;0.0090;0.0072;88;11111
1300;0.0091;0.0072;88;10909
1300;0.0093;0.0070;88;11111
1300;0.0092;0.0071;88;11111
1300;0.0092;0.0074;88;10909
1300;0.0091;0.0073;87;10909
1300;0.0090;0.0071;88;11111
1400;0.0238;0.0202;166;15385
1400;0.0243;0.0211;170;15385
1400;0.0246;0.0215;175;15385
1400;0.0259;0.0233;177;15789
1400;0.0252;0.0233;177;15385
1400;0.0255;0.0228;177;15385
1400;0.0262;0.0224;177;15385
1400;0.0266;0.0219;177;15385
1400;0.0266;0.0226;178;15385
1400;0.0265;0.0227;179;15789
1400;0.0265;0.0226;179;15385
1400;0.0265;0.0227;180;15385
1400;0.0266;0.0222;179;15385
1400;0.0275;0.0215;178;15385
1400;0.0279;0.0210;177;15385
1400;0.0279;0.0211;177;15789
1500;0.0394;0.0336;257;19355
1500;0.0408;0.0338;259;18182
1500;0.0414;0.0339;263;18750
1500;0.0430;0.0344;266;18750
1500;0.0432;0.0339;264;21429
1500;0.0428;0.0333;267;18750
1500;0.0435;0.0335;277;19355
1500;0.0458;0.0364;271;18750
1500;0.0432;0.0359;267;18750
1500;0.0431;0.0316;267;18750
1500;0.0436;0.0322;267;18182
1500;0.0427;0.0331;267;18750
1500;0.0419;0.0333;266;19355
1500;0.0431;0.0318;267;18750
1500;0.0434;0.0325;268;18750
1500;0.0435;0.0331;267;19355
1600;0.0696;0.0590;422;23077
1600;0.0701;0.0604;428;23077
1600;0.0719;0.0605;433;23077
1600;0.0733;0.0619;434;25000
1600;0.0739;0.0605;434;23077
1600;0.0750;0.0602;432;24000
1600;0.0743;0.0600;430;24000
1600;0.0749;0.0583;432;23077
1600;0.0749;0.0580;430;24000
1600;0.0753;0.0602;427;23077
1600;0.0762;0.0581;427;23077
1600;0.0751;0.0593;425;24000
1600;0.0751;0.0597;423;23077
1600;0.0749;0.0596;423;23077
1600;0.0736;0.0612;424;25000
1600;0.0736;0.0611;425;23077
1700;0.0917;0.0784;515;26087
1700;0.0921;0.0817;519;27273
1700;0.0937;0.0815;523;28571
1700;0.0953;0.0823;524;26087
1700;0.0963;0.0812;524;26087
1700;0.0970;0.0811;522;26087
1700;0.0972;0.0804;519;26087
1700;0.0966;0.0800;520;28571
1700;0.0946;0.0823;518;26087
1700;0.0942;0.0837;515;26087
1700;0.0949;0.0825;515;26087
1700;0.0943;0.0819;516;27273
1700;0.0952;0.0822;515;27273
1700;0.0943;0.0837;515;27273
1700;0.0945;0.0827;515;25000
1700;0.0952;0.0819;515;25000
1800;0.1089;0.1021;592;28571
1800;0.1110;0.1021;600;28571
1800;0.1182;0.1016;608;28571
1800;0.1212;0.0997;608;33333
1800;0.1198;0.0978;607;30000
1800;0.1182;0.0978;609;30000
1800;0.1186;0.0977;616;30000
1800;0.1184;0.1020;612;30000
1800;0.1185;0.1021;608;30000
1800;0.1181;0.0994;608;30000
1800;0.1178;0.1012;604;30000
1800;0.1180;0.1009;603;31579
1800;0.1191;0.0996;603;31579
1800;0.1197;0.1010;608;30000
1800;0.1219;0.0999;601;28571
1800;0.1196;0.0998;598;31579
1900;0.1332;0.1094;640;28571
1900;0.1336;0.1092;634;27273
1900;0.1317;0.1108;628;27273
1900;0.1308;0.1082;624;27273
1900;0.1296;0.1080;623;27273
1900;0.1313;0.1071;622;27273
1900;0.1300;0.1078;630;27273
