1200;0.0525;0.0671;0;4800
1200;0.0080;0.0104;0;4688
1200;0.0150;0.0150;0;5085
1200;0.0146;0.0139;0;5000
1200;0.0136;0.0124;0;5128
1200;0.0137;0.0123;0;5085
1200;0.0139;0.0127;0;5172
1200;0.0129;0.0121;0;5217
1200;0.0132;0.0120;0;5310
1200;0.0126;0.0112;0;4839
1300;0.0225;0.0206;0;8571
1300;0.0234;0.0213;0;9091
1300;0.0232;0.0196;0;8824
1300;0.0192;0.0150;0;8955
1300;0.0161;0.0142;0;9375
1300;0.0155;0.0141;0;8696
1300;0.0154;0.0142;0;8824
1300;0.0151;0.0141;0;9231
1300;0.0149;0.0136;0;8955
1300;0.0153;0.0130;0;8955
1300;0.0153;0.0129;0;8824
1300;0.0151;0.0128;0;9091
1300;0.0150;0.0128;0;9091
1300;0.0143;0.0126;0;8824
1300;0.0137;0.0127;0;9524
1300;0.0152;0.0151;0;9524
1300;0.0196;0.0168;0;9375
1400;0.0259;0.0254;128;13636
1400;0.0298;0.0286;131;13953
1400;0.0318;0.0256;137;14634
1400;0.0287;0.0293;137;13953
1400;0.0268;0.0262;138;13953
1400;0.0271;0.0234;138;13953
1400;0.0269;0.0232;138;14286
1400;0.0269;0.0243;139;13953
1400;0.0272;0.0243;139;13953
1400;0.0271;0.0232;139;13953
1400;0.0263;0.0234;140;13953
1400;0.0263;0.0229;140;14634
1400;0.0266;0.0242;146;13953
1400;0.0344;0.0319;144;13953
1400;0.0232;0.0199;140;14286
1400;0.0207;0.0194;139;13953
1500;0.0424;0.0376;239;20690
1500;0.0471;0.0415;243;20000
1500;0.0450;0.0401;250;19355
1500;0.0507;0.0433;252;19355
1500;0.0466;0.0402;253;18750
1500;0.0435;0.0390;254;20690
1500;0.0418;0.0398;253;20000
1500;0.0426;0.0382;254;20000
1500;0.0436;0.0389;255;20000
1500;0.0418;0.0419;267;20000
1500;0.0469;0.0492;263;20000
1500;0.0346;0.0309;253;20000
1500;0.0434;0.0353;253;20690
1500;0.0425;0.0363;254;20690
1500;0.0417;0.0386;253;20000
1500;0.0454;0.0369;253;20690
1600;0.0675;0.0639;380;27273
1600;0.0670;0.0655;387;26087
1600;0.0692;0.0646;397;27273
1600;0.0695;0.0700;400;24000
1600;0.0670;0.0672;397;27273
1600;0.0663;0.0653;398;26087
1600;0.0677;0.0640;400;26087
1600;0.0688;0.0641;402;27273
1600;0.0670;0.0645;400;27273
1600;0.0679;0.0644;399;25000
1600;0.0684;0.0645;398;26087
1600;0.0701;0.0619;399;28571
1600;0.0698;0.0638;398;28571
1600;0.0691;0.0633;397;27273
1600;0.0684;0.0634;395;26087
1600;0.0660;0.0627;394;26087
1700;0.0943;0.0957;549;27273
1700;0.1003;0.0967;554;27273
1700;0.1021;0.0941;565;27273
1700;0.1099;0.0971;568;28571
1700;0.1076;0.0958;567;28571
1700;0.1031;0.0965;568;28571
1700;0.0968;0.0981;566;27273
1700;0.0954;0.1008;568;26087
1700;0.0960;0.1040;568;27273
1700;0.0991;0.1040;568;27273
1700;0.1026;0.0992;571;28571
1700;0.1001;0.0993;570;30000
1700;0.1022;0.1003;576;28571
1700;0.1078;0.0964;570;28571
1700;0.1032;0.0882;566;28571
1700;0.1072;0.0920;571;27273
1800;0.1326;0.1451;760;33333
1800;0.1381;0.1443;769;30000
1800;0.1361;0.1449;784;30000
1800;0.1357;0.1517;790;30000
1800;0.1302;0.1497;789;31579
1800;0.1343;0.1477;782;31579
1800;0.1339;0.1494;777;31579
1800;0.1370;0.1478;775;33333
1800;0.1393;0.1454;772;33333
1800;0.1395;0.1472;770;33333
1800;0.1454;0.1422;771;33333
1800;0.1469;0.1405;773;30000
1800;0.1461;0.1369;775;30000
1800;0.1499;0.1380;777;30000
1800;0.1453;0.1384;783;31579
1800;0.1439;0.1376;783;31579
1900;0.1853;0.1775;954;35294
1900;0.1936;0.1824;963;35294
1900;0.1994;0.1861;968;37500
1900;0.2076;0.1848;974;37500
1900;0.2042;0.1823;980;37500
1900;0.2009;0.1872;980;33333
1900;0.2001;0.1909;986;33333
1900;0.1989;0.1923;990;35294
1900;0.2018;0.1907;991;33333
1900;0.2034;0.1878;993;35294
1900;0.1984;0.1929;996;28571
1900;0.2022;0.1926;915;21429
1900;0.1608;0.1781;608;17647
1900;0.0000;0.0566;337;15000
1900;0.0000;0.0000;203;12766
1900;0.0000;0.0000;130;10714
