1200;0.1222;0.1147;0;1154
1200;0.0530;0.0529;123;1917
1200;0.0481;0.0486;124;1923
1300;0.1355;0.1372;361;3468
1300;0.1411;0.1471;446;3727
1300;0.1349;0.1399;516;3846
1300;0.1259;0.1312;542;3871
1300;0.1223;0.1280;547;3896
1300;0.1207;0.1281;551;3922
1300;0.1185;0.1263;553;3922
1300;0.1163;0.1260;558;3896
1400;0.2110;0.2202;902;5263
1400;0.2274;0.2282;961;5505
1400;0.2358;0.2379;1076;5556
1400;0.2309;0.2288;1113;5607
1400;0.2152;0.2242;1136;5556
1400;0.2149;0.2212;1150;5607
1400;0.2134;0.2209;1152;5556
1400;0.2122;0.2251;1162;5714
1400;0.2425;0.2492;1193;5660
1400;0.2078;0.2212;1199;5714
1400;0.2090;0.2119;1169;5660
1500;0.3305;0.3491;1656;7143
1500;0.3555;0.3637;1732;7143
1500;0.3572;0.3741;1827;7317
1500;0.3534;0.3709;1902;7317
1500;0.3485;0.3638;1936;7317
1500;0.3400;0.3621;1941;7317
1500;0.3414;0.3603;1964;7317
1500;0.3471;0.3574;1983;7317
1500;0.3518;0.3587;1981;7317
1500;0.3621;0.3601;1968;7500
1500;0.4045;0.3840;2001;7595
1500;0.3645;0.4048;2068;7407
1500;0.3293;0.3454;2048;7317
1500;0.3428;0.3409;2018;7317
1600;0.4796;0.4938;2675;8451
1600;0.4866;0.5045;2732;8451
1600;0.4854;0.5047;2748;8571
1600;0.4867;0.4960;2718;8571
1600;0.4867;0.4908;2679;8571
1600;0.4774;0.4914;2627;8571
1600;0.4761;0.4811;2611;8451
1600;0.4807;0.4894;2609;8571
1600;0.4699;0.4891;2629;8451
1600;0.4764;0.4981;2681;8571
1600;0.4716;0.4931;2708;8571
1600;0.4819;0.4911;2677;8571
1600;0.4865;0.4960;2675;8571
1600;0.4826;0.4978;2705;8571
1600;0.4782;0.4930;2729;8451
1600;0.4778;0.4896;2741;8571
1700;0.4321;0.4336;2368;8000
1700;0.4256;0.4263;2325;8000
1700;0.4293;0.4199;2277;8000
1700;0.4225;0.4186;2295;7895
1700;0.4166;0.4194;2321;7895
1700;0.4134;0.4168;2299;7792
1700;0.4115;0.4133;2261;7895
